Open,High,Low,Close
0.010381681741981931,0.009834919699401486,0.011102580782346085,0.01053705045811923
0.010110388651899574,0.00928827797171946,0.010956685408554115,0.010449712623933127
0.009991111558112574,0.00948052908781101,0.010834704113597188,0.010513445957048673
0.009925626736865013,0.009367031440961779,0.010892107709044557,0.010865153022999889
0.010072967584672021,0.009353132611779766,0.010927981817005439,0.010376538670614423
0.010108046400168172,0.010136038221606532,0.010956685408554115,0.010827384641061956
0.010746525746075458,0.009825654585372975,0.01081796174705768,0.010303363537070655
0.009825063100121316,0.009049698969206849,0.010471154387141572,0.009911532359974662
0.009598203799999046,0.008831969947676134,0.010004761086567018,0.009682568699590319
0.00913279148167457,0.008262168909340596,0.009091106226839264,0.008551913098310895
0.008187940230188775,0.0072684831135045105,0.008019594768310385,0.00764078053721267
0.006859532686937959,0.006455469357502852,0.007572334405040522,0.007798928333935258
0.006527429924096398,0.006108028739573022,0.005623042194744778,0.00514578123338022
0.004965151527362585,0.004278166402663999,0.004594587319422229,0.004440007831595781
0.004191028559843629,0.004289751269617399,0.005264278393352813,0.005632037496108737
0.005706530914885953,0.005042538310015984,0.00567326929436332,0.005367663543443403
0.004314980802118978,0.0035114805330833873,0.0046328519981482935,0.004340868927099471
0.004207399765155523,0.003518429368604775,0.003996645657296745,0.003658700026385589
0.0032508524568461844,0.003854286277720463,0.004092313931470179,0.0045627512371626475
0.0037326324723671173,0.0031872027002248365,0.0039368479034342235,0.004031648782850193
0.0034262605667886165,0.003055172509040076,0.004274088196756329,0.004116627347154282
0.003599325255627832,0.004120662938597107,0.004642419064742297,0.0050631666598583425
0.004518451496709611,0.004857236029445808,0.005264278393352813,0.006238673173621909
0.00605734713477081,0.005721211387022022,0.006699339578337307,0.006460555483685099
0.006022262472415621,0.0053320731234068885,0.0064386382095339215,0.006059277785260671
0.0059100016094765714,0.005158355709790105,0.005876571851252635,0.006196181531019758
0.00591701900969633,0.005223210349850418,0.0062209838568702686,0.00648179599397343
0.0058211340295564115,0.005894928800638806,0.006859586747903622,0.006722565445568214
0.005940406445856181,0.00608486595450175,0.007058103379729279,0.0070860724016046026
0.006677111854263,0.005848602072357011,0.006606061874929056,0.006335448087336014
0.006176619551070579,0.005447890523181009,0.006761523119431706,0.006444032332935709
0.005729919520417605,0.0052347905842468,0.0056421799155827665,0.005129258082630837
0.004937087773342584,0.004690462818793394,0.005395826754903736,0.005915289148505247
0.007296877743127005,0.007166565701051661,0.007476666130867095,0.00819784676247768
0.007483977232405729,0.006622242568155266,0.007612994438065061,0.007657302507737003
0.00728284878954652,0.006582865833534103,0.007445571968553243,0.00696096972615573
0.004995556363742187,0.004512110531883849,0.005553683353704875,0.005200073946292592
0.004654099795808497,0.003842707201463333,0.004498914261715503,0.004163833988845275
0.004735954652996137,0.004495896582333958,0.0054221349921539375,0.005188269335307208
0.004852890664423536,0.004046538551951279,0.005099246494606177,0.004987632256432582
0.00464240373898496,0.004435675657427161,0.005603910453323417,0.00532045336107724
0.004537159106893868,0.003745423504163986,0.004797885092778252,0.0050206785579313545
0.004574581343493228,0.003868185106902476,0.004618500202373962,0.004140228307549669
0.003730294898122939,0.0031640387570143064,0.0035900453270514138,0.0035383158907007217
0.003482390413572241,0.0034141968357840544,0.003891405532996016,0.004751587245727065
0.004359419269566303,0.0050796010824085275,0.0050394535242769545,0.005804350353923765
0.004916037911426918,0.004231839674382197,0.004797885092778252,0.004751587245727065
0.004092801327972302,0.0039006130060022653,0.004883986300357669,0.004985274166775633
0.004654099795808497,0.0044518896069770456,0.005563249224415555,0.005615509624459135
0.005098462252217301,0.004623293058365209,0.005790470643673211,0.005516371900187875
0.004654099795808497,0.004275851282296121,0.00552737392057135,0.005492770939792488
0.007072361864107944,0.006710262309565347,0.0058981001428558,0.005910565887841029
0.0053557205418601345,0.004769217446174971,0.0054627962210618,0.004956945224815809
0.005002572594590145,0.004113712944936475,0.004501304832480686,0.004428206761285559
0.003961832854848989,0.0031895178205927077,0.0026596481007841524,0.002790054386989288
0.0020931720281904057,0.0018460762864589073,0.0025161385142240603,0.0021362085271099604
0.0018476051178838715,0.0015611717138037523,0.002403727873511119,0.0019945827009117054
0.0018476051178838715,0.0020221134530005805,0.0021454170754729024,0.002735762854301972
0.0029210884376206087,0.002214365727231396,0.0031236460470602384,0.003361279772221476
